date,quantity,forecast
2021-02-01,2746571.0,
2021-03-01,3074382.0,
2021-04-01,2930248.0,2917067.0
2021-05-01,2838360.0,2947663.3333333335
2021-06-01,2986894.0,2918500.6666666665
2021-07-01,2971690.0,2932314.6666666665
2021-08-01,2854618.0,2937734.0
2021-09-01,2957223.0,2927843.6666666665
2021-10-01,2793292.0,2868377.6666666665
2021-11-01,2982722.0,2911079.0
2021-12-01,3084643.0,2953552.3333333335
2022-01-01,2977708.0,3015024.3333333335
2022-02-01,2704066.0,2922139.0
2022-03-01,3055591.0,2912455.0
2022-04-01,2864762.0,2874806.3333333335
2022-05-01,3089353.0,3003235.3333333335
2022-06-01,2850957.0,2935024.0
2022-07-01,2944389.0,2961566.3333333335
2022-08-01,2977309.0,2924218.3333333335
2022-09-01,3053704.0,2991800.6666666665
2022-10-01,2921926.0,2984313.0
2022-11-01,3059353.0,3011661.0
2022-12-01,2949917.0,2977065.3333333335
2023-01-01,2991523.0,3000264.3333333335
2023-02-01,2749342.0,2896927.3333333335
2023-03-01,3181607.0,2974157.3333333335
2023-04-01,2767627.0,2899525.3333333335
2023-05-01,2906089.0,2951774.3333333335
2023-06-01,3075264.0,2916326.6666666665
2023-07-01,2953787.0,2978380.0
2023-08-01,3066726.0,3031925.6666666665
2023-09-01,2950916.0,2990476.3333333335
2023-10-01,3005079.0,3007573.6666666665
2023-11-01,3119909.0,3025301.3333333335
2023-12-01,3050539.0,3058509.0
2024-01-01,3173135.0,3114527.6666666665
2024-02-01,2930611.0,3051428.3333333335
2024-03-01,2992887.0,3032211.0
2024-04-01,3124247.0,3015915.0
2024-05-01,3128696.0,3081943.3333333335
2024-06-01,2935652.0,3062865.0
2024-07-01,3202592.0,3088980.0
2024-08-01,3113951.0,3084065.0
2024-09-01,3012188.0,3109577.0
2024-10-01,3232363.0,3119500.6666666665
2024-11-01,3003589.0,3082713.3333333335
2024-12-01,3156710.0,3130887.3333333335
2025-01-01,3185950.0,3115416.3333333335
2025-02-01,2895629.0,3079429.6666666665
2025-03-01,3096222.0,3059267.0
2025-04-01,2982881.0,2991577.3333333335
2025-05-01,3137250.0,3072117.6666666665
2025-06-01,3086968.0,3069033.0
2025-07-01,3245682.0,3156633.3333333335
2025-08-01,3015966.0,3116205.3333333335
2025-09-01,3125518.0,3129055.3333333335
2025-10-01,3170131.0,3103871.6666666665
2025-11-01,2995253.0,3096967.3333333335
2025-12-01,3251435.0,3138939.6666666665
2026-01-01,3126263.0,3124317.0
2026-02-28,,3124317.0
2026-03-31,,3124317.0
2026-04-30,,3124317.0
